draw,ng_cost,h2_end_cost,ccs_end_cost,h2_start_year,scrap_regime,grid_ef_scenario,avg_emi_target,status,obj,lifetime_avg_cost,levelized_avg_cost,lifetime_avg_emis,capture_per_t,cost_2050,emis_2050,f_bof_2050,f_eaf_2050,f_scrap_2050,f_coal_2050,f_ng_2050,f_h2_2050,solve_s
2028,22.142857142857142,3770.8333333333335,25.0,2035,modest,moderate_re,1.8,solved,2030528793833.5647,607.681326596781,576.2107429888324,1.8010000000000004,0.25178042193876654,674.0782287654253,1.3186723790559327,0.5862090620090097,0.2492167532142071,0.16457418477678326,0.07564075383873306,0.05910531818189257,0.08954900587216075,0.471
2029,22.142857142857142,3770.8333333333335,34.09090909090909,2035,modest,moderate_re,1.8,solved,2036736704292.4827,609.0258313005123,577.9723849358977,1.8010000000000002,0.2445509093662236,668.4613195735742,1.3699311315389704,0.5868051271843457,0.24862068803887108,0.16457418477678326,0.0751042951809306,0.05910531818189257,0.08954900587216075,0.584
2030,22.142857142857142,3770.8333333333335,43.18181818181819,2035,modest,moderate_re,1.8,solved,2042268807383.425,609.5256652893006,579.5422505009678,1.8010000000000002,0.2251981195352129,665.8649290297712,1.3947105168625482,0.594012146797123,0.24141366842609382,0.16457418477678326,0.06861797752943119,0.05910531818189257,0.08954900587216075,0.458
2031,22.142857142857142,3770.8333333333335,52.27272727272727,2035,modest,moderate_re,1.8,solved,2046770638560.6526,609.0356852344956,580.8197519554255,1.8010000000000002,0.21352002321639646,660.8745263148412,1.4350299916728606,0.6003716512258394,0.23505416399737739,0.16457418477678326,0.06289442354358629,0.05910531818189257,0.08954900587216075,0.259
2032,22.142857142857142,3770.8333333333335,61.36363636363637,2035,modest,moderate_re,1.8,solved,2050943544847.0972,609.8041712945397,582.0039131645831,1.801000000000001,0.20349496373717915,659.6006397000695,1.444295319850301,0.602992179588768,0.23243363563444858,0.16457418477678326,0.06053594801695046,0.05910531818189257,0.08954900587216075,0.895
2033,22.142857142857142,3770.8333333333335,70.45454545454547,2035,modest,moderate_re,1.8,solved,2054556709279.232,608.5457199821863,583.0292343362422,1.8010000000000004,0.18867177680717448,651.9920990258566,1.4726814940961552,0.6116285797431421,0.22379723548007469,0.16457418477678326,0.05276318787801383,0.05910531818189257,0.08954900587216075,0.672
2034,22.142857142857142,3770.8333333333335,79.54545454545455,2035,modest,moderate_re,1.8,solved,2057838608216.7424,608.9628605529551,583.9605510607034,1.8009999999999997,0.17968778657496198,651.0716834411772,1.4825104346327043,0.6117792943155909,0.22364652090762568,0.16457418477678326,0.0526275447628099,0.05910531818189257,0.08954900587216075,0.255
2035,22.142857142857142,3770.8333333333335,88.63636363636364,2035,modest,moderate_re,1.8,solved,2060673341491.592,607.9759968251109,584.7649739142166,1.801,0.16832328172735356,651.8419079131887,1.4942696303993364,0.6253509997608463,0.21007481546237028,0.16457418477678326,0.04041300986207995,0.05910531818189257,0.08954900587216075,0.36
2036,22.142857142857142,3770.8333333333335,97.72727272727273,2035,modest,moderate_re,1.8,solved,2063317017520.017,608.3675193426891,585.5151797390179,1.8010000000000004,0.1624220238260643,649.7231368040202,1.5000825965828455,0.6253509997608463,0.21007481546237028,0.16457418477678326,0.04041300986207995,0.05910531818189257,0.08954900587216075,1.019
2037,22.142857142857142,3770.8333333333335,106.81818181818183,2035,modest,moderate_re,1.8,solved,2065794409893.8103,608.2622955393572,586.2181986298178,1.8010000000000006,0.16206490666432094,648.4362329233415,1.510798706687216,0.6250040203778474,0.21042179484536938,0.16457418477678326,0.04072529130677909,0.05910531818189257,0.08954900587216075,0.26
